row_id,subject_id
14257.114182383782,17356.8517183964
11562.843173042158,13606.431581026167
10119.641946307302,11745.81271181226
9599.218026667282,11158.380370307597
9514.014289458344,11071.758197202376
9563.63025370515,11080.853062722435
9613.020508506035,11036.422233368878
9611.608188466324,10905.645167014158
9546.21052078384,10705.14036595022
9424.30701052962,10466.242972728536
9427.682631508042,10473.162442271983
9430.894255233503,10479.652117371817
9434.051821087654,10485.902345175995
9437.15956251825,10491.92648169338
9440.259358093064,10497.840118856828
9443.334795060806,10503.654114428944
9446.569539923996,10509.731386722613
9449.997916174418,10516.140733596458
9453.69312989322,10523.016868175882
9457.739459255668,10530.516795629874
9461.87462589097,10538.270679425126
9465.977422933449,10546.137176474998
9470.097870196561,10554.20228410277
9474.325651642708,10562.575252539247
9478.738988360372,10571.308160610371
9483.362043566729,10580.368338941931
9488.138154191854,10589.614348360894
9492.908012340298,10598.794730772259
9497.572359944741,10607.776983037696
9501.956844087717,10616.33510995681
9506.124315185873,10624.670700785739
9510.155469266378,10632.885222757312
9514.185841787295,10641.118481575855
9518.24780234145,10649.34972258011
9522.300709830408,10657.434431832407
9526.25475003184,10665.215892422946
9530.007929419875,10672.55285735148
9533.62922062791,10679.604830033255
9537.154510266895,10686.456366495631
9540.71991996459,10693.377181248603
9544.289432850104,10700.347384408467
9612.44455491743,10796.090174187531
9848.399445281646,11133.50413118805
10305.715880305355,11800.397374842156
10978.563913957745,12789.620837166203
11863.787396961412,14097.084096315079
12999.819542271423,15765.923601818982
14477.518646271863,17908.818817828862
16391.393474779365,20605.91895537738
18803.097762734305,23927.777809914624
21680.258730018846,27842.678805929052
24368.166183522866,31474.600901456273
26546.02288556891,34414.96510846182
28082.960851933894,36605.783972343765
28979.619202968614,38079.35031673901
29346.15259114205,38920.4728882359
29457.473737574423,39324.824038869985
29547.79362895801,39610.84796524928
29624.93971479847,39826.06851777359
29675.215228495224,39957.575192145065
29720.011032550283,40027.14217431591
29771.698824417486,40107.84576180835
29830.00740292077,40199.78165667155
29894.41006202968,40302.57387284292
29963.9943309285,40415.364454903975
30033.21019217785,40530.29171012456
30095.83574761494,40638.3232291412
30147.706750074904,40732.9027009393
30187.808832911112,40811.72092923762
30217.58133579464,40875.28044588056
30239.68758583696,40926.014062296206
30256.91146571555,40966.75930580724
30271.291510783485,40999.643288976906
30283.933399898924,41026.15799329933
30295.30766449714,41047.208408483246
30306.48061237221,41067.5420672057
30319.28734543016,41089.864714298994
30336.148158316442,41117.63060761035
30359.418215711084,41154.29429324618
30390.720002747963,41202.69473982508
30430.836283916633,41264.547762097674
30479.693332096227,41340.42699584049
30536.5366166372,41430.075890379594
30600.056080849856,41532.38551263346
30668.392817825792,41645.24128931334
30733.870414449186,41757.95115880281
30789.214439750882,41859.78030103985
30831.023025376373,41944.8695118036
30860.03891345147,42012.41257819912
30879.81041705794,42065.162471521704
30894.685905772916,42107.12301575324
31715.56817074423,43444.23785036465
32170.799364992992,44312.13353986632
32233.769364904416,44662.95049198085
31979.424134038552,44573.3297507554
31528.763113082547,44184.108556007755
31001.040599256186,43636.61759923584
30485.727428003687,43044.87930609549
30030.161556190884,42475.08250133497
29655.11716324208,41958.31257494422
