HR,SBP,RR,SpO2
78.82873532285086,112.48575274329097,19.44426571220751,95.72490658494193
78.7954206072935,112.79426555444407,19.440133896964447,95.78961165351501
78.74935948081216,113.09359875345352,19.4606486234136,95.85931358195953
78.64479473108358,113.21287669680017,19.49781917671609,95.92111335803216
78.4669779819475,113.02231182248931,19.520576467318573,95.96498054657215
78.2427689998978,112.46677316857975,19.505963894380418,95.9867199928557
78.07700851938154,111.5307057901052,19.456178880345142,95.97331340966015
78.02627256489735,110.34779085173246,19.386970971288232,95.92620963218569
78.14798472666158,109.10938360444221,19.327964709623398,95.84586446402875
78.48575352980426,107.99920115177834,19.30253172154793,95.73463860041764
79.55508926132083,107.45850242721582,19.510677993300934,95.550257578357
80.61490144756267,108.9071239586182,19.771204550762707,95.4775105912818
80.79444660978415,111.12073130216217,19.873513142148234,95.56671763406077
80.70053533064753,113.21791159297217,19.94930909842678,95.70921518370585
79.9827804029363,114.75019686913664,20.03511391033071,95.89801373677345
78.9625556504549,115.8203927930443,20.05296264072919,96.09873729518118
77.6934209148045,116.02650868381019,19.934123738766974,96.27899002375604
76.54555149328709,115.19784589455226,19.687132015689226,96.360612108113
75.38315694999405,113.67024734795261,19.339746391042954,96.3214600356587
74.22921529116356,112.68288656572024,18.979905435883275,96.20028472785937
73.29111221505545,112.05875364990295,18.67262725513307,96.051598734552
72.99963949958837,111.83449167208651,18.475180712587125,95.89548270936604
73.55646070448479,112.60317892034935,18.439441705758334,95.79858407925701
74.86813584779047,112.99906788121162,18.61352627107408,95.67658573306989
76.2889924700579,112.81963942752174,18.700738462294318,95.49762241870555
77.92344852620022,113.07842637495138,18.78846048112455,95.3729226519827
79.82906477285577,113.37337856434232,18.96683399470068,95.2729720037068
81.70309710826332,113.57718780095142,19.19013098801755,95.18705890048099
83.40023772470673,113.64120802671044,19.434354252677714,95.17101316584846
84.85888915001715,113.72175056214897,19.694003428113078,95.1835885494106
85.4171606994038,113.7347874183037,19.88870488782737,95.29942544736058
85.52547074128395,113.89372115874949,20.05338395373961,95.4073957359792
84.8634368957078,113.69672038371755,20.09856908495353,95.53975779276749
83.90808661066637,113.77256221322263,20.12952758715156,95.67872830942575
82.7313409924407,113.5189286868182,20.129225738951213,95.81678496570626
81.28618468404933,113.17647899157562,20.10236432903389,95.95872381400898
80.31999418469952,112.53452290960473,20.062121355852607,96.04753732401102
79.20807137711111,111.27268039053918,19.976140598044328,96.13687248985276
78.09685009724802,109.6434465163911,19.9176426926679,96.17317966592391
77.1385004451036,107.87618587021537,19.92271076416943,96.13792317314055
76.5578697900963,106.66493470984918,20.010086592454822,96.08334815849848
75.71624327796005,104.93662366062354,20.03254519060384,96.0532321965811
74.99243769526474,103.00688530099241,20.09714396510984,96.01632849008725
74.84843564559911,101.42599807579754,20.17822459800773,95.87952845625246
75.3545603462921,100.7882196067356,20.228693096592334,95.69809458020192
76.5282427078798,101.15213985195906,20.234591707901263,95.45241909337486
78.03179344419168,102.5756066387557,20.15637657138979,95.18086319965113
79.4840907687135,104.92573188130987,19.993128821995754,94.92983291573941
79.97314952919628,107.37530655689686,19.785771529279618,94.79112899227515
79.77647233181813,109.39808621792848,19.558556917366715,94.80237846398794
79.11982723602075,110.46278899249593,19.366371409725474,94.93843089981652
78.11486740666477,111.14527960831639,19.20774456095346,95.13715294784083
77.02552639228338,111.63551300238697,19.081163562331458,95.40123935857848
76.10105266271204,112.32180495435888,19.03694677543828,95.65284038872379
75.11647920683161,113.05884629816775,19.041817647347596,95.94016984575246
74.42557073529446,114.03618303323536,19.1413355064478,96.19889107924314
74.34601936864978,115.19510049213218,19.291021501094498,96.39183263164918
74.5910917242869,115.77701708525882,19.529603703685684,96.54002087933831
75.14538288506373,115.73789900390024,19.749969823049415,96.63342655675152
75.76879878397187,114.91191203811998,19.895331453754242,96.69204013263885
76.36097388161225,113.14601692370648,19.91585412420684,96.70711275731912
76.82243611480489,110.70896126312066,19.819443869681297,96.68352697917163
77.25910466374305,108.48689291459057,19.704808743500074,96.58815214555331
77.98946469940557,107.57516724516992,19.634768637652154,96.3711147378546
78.74249972375969,108.82645406411666,19.631972401054867,96.10300206910871
79.66351391158354,110.88613538101939,19.69671046464215,95.83337959094709
80.74762813913408,112.25874277289468,19.86204029905036,95.65419669377893
81.99679416280921,113.65758860265565,20.04594356074578,95.52918328333226
83.01138803829039,115.35343699801837,20.328242568312724,95.50849499254701
84.39248688216253,117.33483441551138,20.667907040949718,95.48012134867817
85.64817171089317,119.53120498265788,20.984188953874018,95.53127910017092
86.5771258490266,121.37636546669619,21.13774094040509,95.68078230648919
86.88629203787856,122.08369721028927,21.043251426766922,95.9497147813116
86.52512569108717,121.25474490985657,20.65833132150985,96.31802671044815
85.97015909121743,118.41639393327156,20.055537750160063,96.61540184439761
85.4147500985353,114.31713539944215,19.480514766657123,96.7091672134267
85.13326717816597,109.77194991007747,19.13113512075829,96.51654977906423
85.2434116056806,106.63839032305277,19.181164102605635,96.1063976367644
85.62941272796067,106.29552398415179,19.49519514809742,95.83167565496697
86.02057655002311,107.72753943352444,19.83071631595774,95.71268139804127
86.35168852267611,110.69106428456828,20.26330701630215,95.65739383821708
85.9527491536203,114.51219049223562,20.598338372307996,95.66464609809972
84.68991448758135,117.64733278614193,20.702151988118217,95.71059603844162
82.79201520410247,120.17486751961398,20.51985844022478,95.89790650683783
80.95398894542254,122.01134148304146,20.071866132754067,96.16300347485415
79.31265369321673,122.14275102169759,19.374150778668113,96.33104921410562
77.49614332691354,120.14689488388984,18.52858139473011,96.37568821426943
75.97392619142352,116.78197569928358,17.866228907166636,96.14076763652764
75.00222315842711,113.89901145278557,17.671976058445956,95.72209363760395
74.26316023581455,111.50170656420944,17.67949197446532,95.37883721902179
74.09410043850465,109.82016065434843,17.83909603930753,95.17311017193173
73.9273996185435,108.96585349601355,17.97945376766223,95.09195542978624
74.04808445680882,109.11759924929471,18.217040471493366,95.03010727852708
74.30702838743483,110.37840635982234,18.449743297855225,95.03973695339054
74.05827294612624,112.09225119264772,18.46796580149232,95.13562828852508
73.34845479321913,112.33799189320214,18.399693280547936,95.31540398305515
72.84899845274977,112.38741894884214,18.39523800778597,95.43742064382242
72.21959488444841,112.56162316631564,18.40098871444821,95.59242454718168
71.86429383385943,112.85658766095311,18.51827264627884,95.70227523055429
71.23119470983501,113.26937004939823,18.597841417775882,95.8518165755408
