HR,SBP,RR,SpO2
84.31292105963269,96.60999518032553,15.697624645183957,94.70454193370168
84.17728634281416,112.02118664607852,17.539401893608304,95.80012220000448
61.18743311979628,115.9211957327995,22.501509344359455,98.0692760359093
72.23327700529173,136.7512957377928,17.771599198524466,95.09674940535717
109.00616105429998,128.63502919449667,24.43962851759363,95.12713313185722
106.1599637335688,140.68468329845024,15.188826414735685,95.21081309358037
82.90169583297141,127.36725963696274,18.50391076602259,98.74743258676254
57.34575827263909,111.58878164333305,20.959527163311133,95.7192229904776
111.68712683181704,94.34172176511797,22.173583434701946,94.89435675286897
70.49891258028478,102.17178343993417,19.77197318533939,99.59340172812469
150.0,86.63011500095507,15.843805298695369,92.17772466637942
30.0,80.63150537240183,23.34409616369836,93.33268439986007
140.0,91.48910692396008,15.484959127221643,98.04683762981192
95.48666379214356,132.5297842422236,15.855768581687574,92.7207322698974
73.96557714149048,82.70508373010026,21.22215835482496,97.53805009438403
79.83282677724895,124.9638426618848,21.848083447713876,96.34873111225428
74.18857058504022,149.20055864842266,21.070799234383216,99.90539222763587
108.29716065070392,115.54975563621198,21.456529298571354,94.59356106752699
84.97506051614508,90.07113264489055,21.312065803739824,94.207345098658
101.22446527020999,118.40401863937385,19.799920948569945,94.06558256817658
61.28269312616328,125.14994576074231,17.007952233978237,93.84972738612828
60.908574790253404,106.31928733992098,24.870437640950914,96.10930866258033
69.03192348475925,120.07579701258072,15.25209100783107,99.83054999044296
72.93513992351227,112.71530885994633,19.924014933031867,93.66019141314563
73.77262064121874,101.02976674312642,21.896653866322012,93.5465935877366
108.23657320605858,149.89695239167946,15.459937025821722,97.22497430133231
113.17378872349659,133.14811862027005,19.712032842217752,93.83049612761992
78.23822073986696,106.79510361300359,19.97935545440887,93.9516295299452
59.93598647723689,103.51207101652501,16.815520435860588,98.26810371284589
96.67965376565711,108.46341345987614,19.681740035272128,93.78570669044487
106.96192299735786,128.93326153464614,17.64261326592518,95.79282771214449
99.5408826186579,138.81542027145,22.597635749621887,93.94641819487792
75.62530797045241,90.24220586921676,17.779319331528285,94.1068513962443
56.9138342172579,114.99240193235504,19.219891055324393,97.00085798387373
93.65223472259798,94.58795638197667,22.349299181728725,95.14355252843995
60.95749438333497,126.09517319402146,18.677610023198643,96.1616082949322
88.67976289047911,147.53829706530698,22.590452779950027,93.91006993725405
100.91591912988672,113.52354454253665,20.21843720902671,95.74411823453701
78.69601896852338,117.73414921126019,22.134118475955383,98.90876878782636
64.84112075808461,108.23633793974128,18.758151272885772,95.3452275860406
96.71330962060155,102.0741333231271,21.31339454187838,92.4266167578972
100.92012592094835,103.51497180292874,15.884287901059086,94.49985189711124
67.40974044802412,102.50682165915686,21.294271271289546,99.68259962475534
51.29337959657242,87.22507098446988,21.297325838138825,94.9142217754526
68.18094193671486,95.77284006240552,23.695150562137727,98.93426904438088
69.44231647818715,84.20920667649683,24.06769412060581,92.62281493476962
45.64520151156265,90.6532853909242,23.748124529086752,95.17792622412642
87.48231161578454,145.41274596484567,16.87383550425688,93.40982760056059
82.3202644173095,98.46844686766588,20.36192249201151,93.99372978389381
99.90835067916588,133.94249088726644,17.521244762848557,93.66662361590144
91.14362098908595,105.0493458250672,17.217644981553313,85.0
63.78733015336672,86.35869344942014,20.714831579385287,88.0
73.61461645442432,118.60551854166647,18.649635340022506,80.0
83.15891713588982,87.73640728685854,19.75602768510639,93.7853659450504
51.74975642128605,94.89321429042609,15.105460954371097,96.93678185051635
61.18733466508705,104.4701985632786,20.771290908795766,99.78893403649126
79.57890330932845,129.93127568311164,15.095490174921956,97.29014828871605
68.43074140027574,145.16220217210272,21.906623639015915,99.99919239039188
75.01934283717974,118.90741305952423,21.024487298366587,95.0201335466943
69.84526092615378,127.91275235841574,24.019813064533707,97.06462537783993
101.91502061799459,83.95374217196365,20.731660310926607,92.20439413886086
84.03678533475977,97.55603361959818,24.958949106662892,97.32371260651074
69.95015290340629,142.42583116478426,24.11612153077983,99.63010822451501
77.57225428637496,103.2687618395853,17.84424302310425,97.58775607922708
