row_id,subject_id
9209.668213467092,9916.480533585282
9224.441643526237,10041.221812947257
9814.199559317907,9861.813780745491
9311.424503435923,9921.498165117906
9377.79652987461,9598.767794657128
9371.63319440574,9824.274427765717
9757.98055169846,9734.599420604958
9429.792598150696,9776.566251632026
9358.24146037994,9632.688299133639
9376.56212163976,9705.80957576488
9379.768860617814,9709.830214865822
9380.64720333164,9714.094913409364
9381.958399795734,9718.639031188777
9384.579294734722,9723.114735455143
9385.97529041381,9726.919180167948
9387.424953184414,9730.35984179032
9387.317879521244,9732.625558977972
9387.580874321662,9735.949763889934
9390.85157092577,9743.507343180761
9396.239382186242,9754.032262513534
9398.09558620108,9764.174950168086
9399.035281342347,9773.466888883726
9399.358586490755,9781.82621305215
9399.164759713625,9786.63130147964
9402.782729293423,9789.617666627742
9406.15359578437,9794.797876340243
9409.663840401341,9802.324323639179
9415.818882654612,9809.526575442307
9421.490400044508,9820.688355399327
9425.047147456798,9830.388276946978
9426.461770306001,9837.598984352844
9427.325654167502,9844.322725910231
9428.967059556344,9849.096298000248
9432.55637195135,9853.350811385953
9437.965676100413,9857.796921042744
9441.302805269264,9863.885147185409
9443.795719826174,9868.727132788476
9446.240959248387,9873.92982671734
9448.604265174085,9880.484648392801
9452.031924994888,9887.378847214435
9454.565089870435,9892.825984931485
8454.383489187181,8442.241200081375
8130.2862301386795,9240.700307326108
11192.73719459234,11651.099920141467
11024.148083679385,10989.46365922925
9260.918169141672,10483.089944445543
10915.744596873492,9352.564760671587
10879.310501395224,10540.529622521952
11063.086652248117,13410.748179055223
18358.027698828453,18373.07920500802
24868.796504215647,28898.110334301884
27200.60085670796,37105.07372368165
30866.19538856398,42593.45037013473
31578.739094068274,41455.30001029125
31899.731021494903,39963.5638247396
31429.853230558016,41175.125343190935
30265.640737287576,41333.077443594244
29537.669371221367,41047.90147964841
30449.590848242828,40639.07500909354
30508.060558280595,40993.85807128001
30646.370878523725,40804.14797612364
30902.19122246954,40969.97118572376
31160.25106027677,41164.807297866006
31409.19628507149,41375.80321987338
31535.666498638646,41478.29434932688
31610.545312687434,41882.434302065354
31607.01442187142,42094.97106549856
31436.543771387074,41977.9770399706
31300.707673400775,42053.36315833568
31269.321347668767,42151.73679360235
31295.1388008364,42299.1982775158
31294.406870284867,42216.74711871927
31325.91297002331,42203.07152650341
31330.0554963447,42238.02756473216
31327.420077423427,42251.70872995892
31284.724323973784,42242.30955882676
31186.01295758389,42182.580910655175
31206.580935537633,42092.31504537552
31316.82147814853,41940.53063456333
31410.021937643283,41884.4196391532
31594.331142662948,41691.8840274735
31946.37104565116,41862.59707370126
32240.66867518553,42021.724214625676
32461.44323603156,42144.710187728786
32564.09574688973,42256.00590570388
32566.79303927817,42711.743868064965
32489.905356575564,42941.63325786742
32272.725058001917,42799.75458566038
32094.696400678906,42853.15863515827
32040.597236971516,42892.333058288306
32015.72475447235,43114.695424273465
31973.614758221825,43088.19078233182
32039.506391462975,43134.16430544337
32194.02082612914,42923.68736664387
32351.288122225327,43027.74101644407
32494.002487311052,43070.776254971825
32962.539577909505,43249.83574979112
33159.98204506882,44110.6189909018
33181.72307882998,43846.480374390194
33628.28212772306,44744.635457865836
