HR,SBP,RR,SpO2
95.6288,100.836006,21.891485,99.69966
92.13998,117.33704,22.567421,93.72645
65.517715,134.89151,16.51328,92.784424
60.81945,97.2032,22.080551,95.38417
65.42821,96.87192,19.72876,98.879196
77.45946,95.344376,23.08195,92.75033
90.7181,99.84887,21.72772,96.18583
83.84153,137.74574,21.06024,95.294304
78.00686,132.02138,23.762026,98.03364
72.13571,126.66296,23.89445,98.97362
75.296974,123.6785,16.438326,93.2377
77.03923,135.57701,17.493422,92.628075
79.1044,107.16372,17.342175,94.84267
81.060646,115.671745,20.074696,99.11903
87.37876,124.47409,24.215612,95.410034
92.38467,108.39028,20.830254,92.16324
92.86274,92.403244,18.024954,96.53695
91.66996,100.05216,19.09652,93.90605
92.58405,107.03253,16.531282,95.351074
94.054245,113.63735,21.094975,96.96824
87.33537,120.16588,20.312838,98.74486
60.74939,127.83197,20.962494,95.33849
86.17573,134.44928,23.050589,96.51416
64.7188,127.42083,19.040903,97.02725
71.97351,100.52659,23.292768,93.22675
81.13244,92.476845,22.704596,99.310234
72.929016,137.7485,22.42954,93.949
96.548805,122.20654,21.070475,94.1136
76.64921,127.40333,20.647778,93.68519
98.33381,126.917206,24.121244,97.121994
95.316505,129.38266,21.498695,96.18804
89.6409,130.54634,17.072517,94.35192
91.51302,100.80479,17.634985,95.13753
96.51732,108.0331,22.706621,96.59502
80.99323,116.0368,15.322653,93.483505
96.80369,124.37633,19.837156,93.08459
81.6726,107.455505,17.420185,93.976974
64.431885,136.04549,16.034315,94.625786
74.70171,114.45828,18.885517,93.35625
85.027435,108.45803,23.153612,93.847046
74.73315,92.63274,17.896885,93.13869
62.926624,113.24952,21.213837,93.70563
76.2508,133.06725,23.153517,93.35754
89.75726,127.04663,23.840696,98.558876
98.23575,122.48285,20.365995,95.17192
77.70901,117.342606,17.464382,93.184975
77.95081,113.68207,24.087963,96.819756
69.95737,123.29645,22.49389,97.759796
88.40616,132.57935,24.163404,95.426956
77.80877,103.97947,23.70195,92.92652
72.89089,115.387436,19.64854,92.929054
67.6923,128.30766,18.761868,93.48822
67.46582,138.83797,23.074139,93.85313
62.693363,91.05318,24.369905,94.23456
74.92599,101.93641,14.822321,92.75273
88.86996,113.35128,20.310095,96.19008
64.50044,124.06542,22.23863,98.53019
62.221382,92.96157,15.4489975,97.88844
61.09914,108.94942,20.889647,99.54341
86.31359,111.94848,20.300247,99.42131
89.46208,110.71227,20.966696,92.37742
93.84994,96.51194,21.184484,99.383286
99.12456,90.29542,20.307978,94.65157
65.50325,138.27484,20.783298,95.57127
66.65787,139.7393,15.886235,98.80641
74.35872,132.02534,19.887411,94.841415
80.33882,122.11249,16.846727,93.08764
85.980606,111.51986,24.237669,93.21008
91.54691,101.70077,17.94853,94.75078
96.50173,90.81328,22.667675,95.4835
84.08322,134.43018,17.896555,92.92546
71.1437,136.33849,22.784382,98.32557
70.43042,137.04553,21.831863,94.227776
76.724304,126.62271,15.379928,93.84529
69.36909,115.86334,21.518225,97.94316
60.450867,130.46703,21.796412,95.195335
76.33478,118.02677,24.201653,99.69764
93.17456,120.114136,18.008387,98.69782
71.907036,122.876785,18.92912,96.3524
83.22699,118.31808,22.986048,95.045334
88.96419,113.00608,22.176243,92.925766
79.043236,116.36573,17.504568,97.53441
69.473015,120.15389,20.608727,95.24555
96.81678,121.05942,21.814781,93.575714
73.2735,111.244484,21.73418,98.20297
94.76261,100.151,23.448729,97.520256
90.5895,108.237366,24.32247,94.26608
85.97683,104.58887,15.461015,96.937805
84.38758,101.69268,16.21675,95.913315
81.889244,116.91975,22.17344,93.785164
75.607994,137.69867,23.594975,92.549194
61.307888,108.73682,18.720297,99.03686
71.02612,118.94449,18.007294,92.78537
86.049644,122.84042,23.942183,94.41025
71.812256,128.65918,18.252636,95.599174
61.32989,133.46753,24.22756,94.772835
73.410225,118.897026,16.067238,95.47393
74.41874,121.01062,21.871939,99.23233
73.461136,113.16096,22.577053,92.44158
64.16783,124.64142,24.16181,94.91424
