HR,SBP,RR,SpO2
78.90502848357818,116.69909629252274,20.135341108116837,95.50768657516639
78.48545549049118,116.75622316449459,20.189774937907217,95.53992131012356
78.09036686876594,116.91881991175103,20.253672564288514,95.57212192925532
77.82513241754027,117.17444133459544,20.31010424650071,95.60077222265562
77.71322841912787,117.5208173917902,20.347836622307995,95.63297931342115
77.78855619080247,117.96797535548879,20.355660054697335,95.6658839050468
78.04157375846138,118.48972991263355,20.32721398306354,95.69362407042847
78.42727606275423,119.02908305013968,20.249436894419272,95.71372105162422
78.9056467284711,119.5542431432156,20.124172146889045,95.72684395005149
79.4352522674933,120.06595430382102,19.95352185567362,95.72890157397885
79.55532318597155,119.7033850676392,19.70641342488631,95.5598524990498
80.40678145313076,119.1701689621701,19.531821098017147,95.50022599226584
81.63122128552759,117.39138000346279,19.50438590442213,95.48345849530291
82.74889438790056,116.32342128122025,19.500772010344537,95.5254114181541
83.62322355461065,115.09598964980677,19.500273061697378,95.46010677163774
84.45056448053474,113.69601887073142,19.501611661722492,95.4472445811994
84.61080124157846,112.42578541614726,19.505644971558514,95.5156562584005
84.30407517128815,112.31054576711969,19.584067442968834,95.602374765951
83.50365718014545,112.69679204986195,19.7458003299195,95.70419050339555
82.26391252338959,113.94199622196058,19.995972411646022,95.84362350310289
80.68558989149322,115.22427534430297,20.273036535354965,95.92014903350469
79.12095601107148,116.32430117231054,20.573462078314986,95.96255766798696
78.16775048473511,117.11105131699556,20.841166493252416,95.98995078616264
77.5711995369707,117.61249264070284,21.061079083528544,95.9984483951884
77.90971920557672,117.93164398236804,21.290808290618823,95.92779811425166
79.09397286402881,118.80632602210261,21.369153826427635,95.86017177199275
81.00257188275005,120.25469893445754,21.292046846230384,95.66953446456549
83.70201672444455,120.97436596222137,21.06480001583476,95.47577392745497
86.09799287306701,121.53328086199595,20.693222868684543,95.39354068674845
88.71075971180305,121.4934132059911,20.188051663964785,95.34495891975963
89.63579399118062,120.78586237748883,19.68681964820935,95.36523896291469
89.51561340584689,119.5420672518867,19.263763991925522,95.36459756561946
88.74781620828573,117.7834299046439,19.053087880390134,95.29682197842284
87.6420742555331,116.72070112506911,18.932542607477426,95.11344546762885
85.31675245708114,116.28801829267819,18.890484100990907,94.84782142095371
83.07939234888302,115.95941598764969,18.97350585543783,94.6654111592119
81.02315902731586,115.81675685025468,19.098913154598993,94.52289533317752
78.94331664225885,116.31224568742098,19.222254208607637,94.44349809758026
78.7042712966527,115.4298215868026,19.55252605802215,94.43266226067881
78.65079324479257,115.00641347420874,19.927234081767285,94.47065066573529
78.01555274866142,115.25408841115534,20.13857131356473,94.51790569034344
77.92364120546937,116.46182138221869,20.34901807804828,94.6677907654496
78.43227535895967,117.77112950763451,20.552929289367075,94.83839432635357
79.24823056742677,118.6525242903008,20.714285039305302,95.0169678749316
79.62964082539092,118.9617820257268,20.701557307753863,95.08034535799914
79.1590452238979,118.89550959388073,20.7164844634848,95.0956383624275
78.66543931567627,119.09485339134325,20.762511470333177,95.1167955249267
78.28038158164307,119.26791200256241,20.812664238626635,95.03211042586925
78.16610341140674,119.22602677071752,20.780732231906722,94.87163468623426
77.30454450322495,118.40572108981104,20.694316827885345,94.69752079082899
76.19112609494331,117.79852204524526,20.47097326254047,94.67474645493488
74.74739950041769,117.08524901685078,20.23096451433997,94.71756673786545
73.31631750977112,115.67051586057912,20.04347238575427,94.83901881168177
72.50801846483262,113.77232011361684,19.77083407583569,95.0893190608907
72.2856613323087,112.47969158499839,19.58653861019902,95.44564887343014
72.30488190186361,111.65801855910556,19.53135936897312,95.96236490675355
72.32182784817047,110.68857895932284,19.54948389003409,96.4715440084225
73.47321154729663,109.46530733104944,19.51930216722588,96.87666700595224
75.55971555210584,109.3625765715482,19.752552800423828,97.0935248907753
78.90077638123378,110.30345822897962,19.87252039575534,96.96603505936754
81.8930042241123,111.78759594804461,19.857977721474324,96.55454972542147
84.47161276123808,113.24263318918841,19.70248672653303,96.15797058693259
84.27244709762267,115.55944073488175,19.619549749995294,95.77293031536416
82.60387518779004,118.79552175290226,19.489737488056527,95.5852351101669
81.14496400378785,120.74596993059642,19.194156492942614,95.38204470453356
81.05486116939956,119.90023985397735,19.22081445731104,95.22614501868422
81.51172103221656,119.16249402510748,19.178925992924135,95.04067614402645
82.09656326774298,117.55873669300411,19.305037572762146,94.98811830689228
82.21136444236036,116.8671203766109,19.47122785633406,95.01499699693284
81.54929325732842,117.2973936545012,19.64300314230015,95.09401699909584
79.98317533907371,118.99394294548225,19.69896227048417,95.15899078443962
78.62027017140757,120.66067421594357,19.80418761580244,95.37966553480301
77.67526041839999,120.91838316690892,19.85620963830554,95.52096967742645
76.99015495531167,120.84220797318353,19.833684771866483,95.6867582386649
76.93132050860883,120.2859735436509,19.98163881898669,95.94178555380161
76.93328375744956,119.73985281402757,20.061130491292495,96.14033860549756
77.77604885037444,118.96028405626603,20.09609610926838,96.28944283016644
78.48942001669651,118.16522174547544,20.140124274998815,96.23863985451308
78.90504820303155,117.5404089995554,20.286089238438826,96.1253416476503
79.40101833371185,116.9321157044061,20.46238570749183,95.99036575511383
80.39064949257411,116.39944444220927,20.50671213473459,95.90602429194287
80.94128715536131,115.82562161712069,20.478181771234812,95.93397435877701
81.46315640823371,115.53913165091771,20.49563279004064,95.8989082610619
82.6560237159471,115.234858736818,20.472202742416965,95.81764837674051
83.36692735781301,114.6717995305392,20.370130962349574,95.82375595665424
84.23185145408344,113.94690298356223,20.255866283525485,95.71493500503607
84.43063077019711,113.78112708018024,20.057470178715747,95.61655020321061
83.89154340546219,113.98919987593769,19.931243477473153,95.5381519402783
82.84380423102556,114.8716055700612,19.964045298187976,95.42230430819592
81.45552605751003,116.19070837119135,20.065814094134076,95.32525919890679
80.26153605910739,117.21983577620858,20.10048747639489,95.2308527055151
79.20210868504661,117.99833682196406,20.012019553960986,95.18664108105462
78.47267912099454,118.2822633473765,19.940948602267813,95.05810551575912
77.42621921402684,119.18157685894937,19.976323439385542,95.06992133997505
76.6012708442018,119.30249690016721,19.85704140314089,95.07058126814316
75.25105483752952,119.5802655470531,19.781196509265467,95.14960388000586
74.81847624057497,119.63522906454754,19.850852789529032,95.28924164115953
74.09438891077133,120.42212589574994,20.085189792910523,95.59673386753208
73.04215525815314,120.82285945969008,20.37833819274402,95.37069138271929
72.03948506489276,120.51105644378842,20.3492034380072,95.48005554729107
